Id_Cliente,Id_Transportador,Nota Fiscal,Qtd Volumes,Valor Nota Fiscal,Prazo Contratado,Data Expedição,Data Entrega,Ocorrência de Entrega
102,10,357,43,269.33,32,2023-04-27,2023-05-08,Entrega com Avaria
383,11,358,29,3187.39,1,2023-05-28,2023-06-13,Sem Ocorrência
263,4,359,28,1637.0,12,2023-07-30,2023-08-19,Sem Ocorrência
219,13,360,51,3138.49,38,2023-10-28,2023-11-17,Entrega com Avaria
43,2,361,40,336.01,10,2023-08-25,2023-09-12,Sem Ocorrência
102,11,362,46,1719.54,28,2023-04-21,2023-04-28,Entrega com Avaria
258,9,363,37,2981.09,29,2023-08-11,2023-09-10,Sem Ocorrência
358,13,364,43,3237.26,11,2023-11-14,2023-11-20,Sem Ocorrência
449,10,365,41,2385.25,17,2023-12-24,2023-12-31,Entrega com Avaria
465,1,366,24,2814.21,5,2023-03-23,2023-04-22,Entrega com Avaria
221,4,367,51,3826.44,20,2023-03-02,2023-03-05,Entrega com Avaria
49,10,368,22,944.75,13,2023-05-20,2023-05-27,Sem Ocorrência
305,12,369,6,2644.86,26,2023-04-13,2023-04-20,Entrega com Avaria
92,15,370,22,1476.44,21,2023-02-02,2023-02-21,Entrega com Avaria
126,11,371,31,1812.02,29,2023-11-10,2023-12-01,Sem Ocorrência
449,10,372,36,1245.43,11,2023-02-03,2023-02-24,Entrega com Avaria
297,16,373,11,3709.98,33,2023-11-13,2023-12-13,Sem Ocorrência
8,7,374,6,2649.28,29,2023-07-14,2023-08-12,Sem Ocorrência
356,15,375,28,4123.41,20,2023-04-04,2023-04-22,Entrega com Avaria
386,2,376,46,1435.24,17,2023-05-10,2023-05-21,Sem Ocorrência
13,15,377,3,54.87,25,2023-02-12,2023-03-11,Sem Ocorrência
242,7,378,4,3470.59,33,2023-01-21,2023-02-03,Sem Ocorrência
356,2,379,14,3712.93,21,2023-09-13,2023-09-22,Sem Ocorrência
306,1,380,29,2669.74,36,2023-01-11,2023-01-21,Entrega com Avaria
271,9,381,23,4422.99,13,2023-09-04,2023-09-16,Entrega com Avaria
325,5,382,27,937.53,15,2023-11-08,2023-11-09,Entrega com Avaria
451,7,383,44,765.92,5,2023-06-01,2023-06-28,Entrega com Avaria
188,3,384,32,2793.42,27,2023-01-10,2023-02-04,Entrega com Avaria
228,13,385,6,4589.38,23,2023-09-29,2023-10-12,Entrega com Avaria
321,3,386,37,3906.83,16,2023-01-05,2023-01-23,Sem Ocorrência
68,13,387,39,3472.42,27,2023-10-10,2023-10-19,Entrega com Avaria
383,5,388,38,1974.8,5,2023-05-24,2023-05-30,Entrega com Avaria
386,2,389,11,2032.83,37,2023-10-12,2023-10-17,Sem Ocorrência
35,4,390,47,1743.91,29,2023-10-15,2023-11-08,Sem Ocorrência
172,10,391,1,3775.28,20,2023-12-18,2023-12-31,Sem Ocorrência
88,2,392,8,960.42,13,2023-02-23,2023-03-15,Sem Ocorrência
20,6,393,21,874.68,12,2023-04-23,2023-05-23,Entrega com Avaria
9,4,394,51,978.64,26,2023-09-27,2023-10-10,Sem Ocorrência
308,1,395,25,3199.52,18,2023-04-29,2023-05-13,Sem Ocorrência
328,3,396,3,1790.81,7,2023-10-08,2023-11-01,Entrega com Avaria
416,7,397,46,4044.55,23,2023-06-20,2023-07-11,Sem Ocorrência
286,11,398,51,395.43,35,2023-07-03,2023-07-30,Sem Ocorrência
175,11,399,34,1020.06,3,2023-05-30,2023-06-09,Sem Ocorrência
437,14,400,29,1921.29,35,2023-06-30,2023-07-12,Sem Ocorrência
264,7,401,38,3436.45,19,2023-04-02,2023-04-11,Entrega com Avaria
68,2,402,27,3031.2,2,2023-07-02,2023-07-20,Sem Ocorrência
487,14,403,34,1248.2,2,2023-02-01,2023-02-05,Sem Ocorrência
466,8,404,43,454.74,31,2023-02-22,2023-03-02,Sem Ocorrência
75,9,405,1,3272.73,10,2023-11-19,2023-12-16,Entrega com Avaria
178,10,406,18,444.82,39,2023-06-01,2023-06-06,Entrega com Avaria
50,1,407,23,2378.13,11,2023-07-26,2023-08-21,Sem Ocorrência
346,15,408,16,4459.08,3,2023-08-01,2023-08-02,Sem Ocorrência
337,9,409,36,3799.33,21,2023-02-03,2023-02-16,Entrega com Avaria
107,13,410,45,413.68,30,2023-06-29,2023-07-13,Entrega com Avaria
316,3,411,11,1831.55,24,2023-01-23,2023-01-24,Entrega com Avaria
207,15,412,32,1905.03,40,2023-08-10,2023-09-01,Sem Ocorrência
444,3,413,49,1855.76,21,2023-12-21,2023-12-31,Sem Ocorrência
342,11,414,3,630.25,32,2023-08-12,2023-08-31,Entrega com Avaria
25,14,415,20,1122.68,16,2023-10-01,2023-10-27,Entrega com Avaria
383,4,416,16,429.68,18,2023-12-10,2023-12-28,Sem Ocorrência
403,4,417,11,1782.0,19,2023-04-28,2023-04-29,Entrega com Avaria
312,16,418,45,3678.1,29,2023-09-30,2023-10-07,Entrega com Avaria
291,8,419,23,1917.49,19,2023-02-07,2023-02-12,Entrega com Avaria
182,15,420,21,3973.95,41,2023-01-05,2023-02-01,Sem Ocorrência
130,15,421,24,2203.42,7,2023-02-24,2023-03-17,Entrega com Avaria
373,16,422,17,1468.56,22,2023-11-09,2023-11-16,Entrega com Avaria
171,13,423,22,4523.29,12,2023-03-28,2023-04-26,Entrega com Avaria
353,3,424,15,2192.68,13,2023-06-12,2023-06-24,Entrega com Avaria
276,7,425,46,4629.25,21,2023-06-17,2023-07-10,Entrega com Avaria
145,16,426,23,3431.74,2,2023-07-24,2023-08-02,Sem Ocorrência
382,14,427,46,2279.92,12,2023-08-30,2023-09-01,Sem Ocorrência
370,7,428,3,1070.24,9,2023-01-27,2023-02-01,Sem Ocorrência
251,11,429,10,3903.81,15,2023-11-04,2023-12-02,Entrega com Avaria
241,9,430,14,4355.0,41,2023-09-05,2023-09-30,Entrega com Avaria
131,4,431,39,2395.14,13,2023-01-20,2023-02-05,Entrega com Avaria
452,15,432,49,3400.48,29,2023-10-16,2023-10-29,Sem Ocorrência
12,2,433,47,2765.13,11,2023-02-26,2023-03-15,Sem Ocorrência
336,13,434,3,4465.24,14,2023-12-09,2023-12-22,Entrega com Avaria
300,3,435,10,2932.75,23,2023-05-25,2023-06-01,Entrega com Avaria
257,16,436,17,2379.92,11,2023-09-23,2023-10-13,Sem Ocorrência
487,12,437,44,2344.27,36,2023-05-15,2023-06-12,Entrega com Avaria
34,7,438,7,2771.38,18,2023-12-27,2023-12-31,Entrega com Avaria
389,13,439,21,4441.66,41,2023-03-14,2023-04-01,Entrega com Avaria
95,13,440,36,360.71,32,2023-03-02,2023-03-03,Sem Ocorrência
247,7,441,7,1748.16,7,2023-07-09,2023-08-05,Sem Ocorrência
38,5,442,30,892.31,38,2023-06-09,2023-06-20,Sem Ocorrência
432,3,443,1,3898.35,12,2023-10-07,2023-10-28,Sem Ocorrência
234,13,444,33,4988.04,13,2023-07-08,2023-07-25,Entrega com Avaria
263,1,445,31,2067.24,15,2023-12-27,2023-12-31,Sem Ocorrência
463,10,446,26,2535.69,4,2023-10-04,2023-10-31,Sem Ocorrência
349,3,447,20,319.86,25,2023-04-20,2023-05-17,Entrega com Avaria
205,11,448,4,4962.95,24,2023-06-14,2023-06-26,Sem Ocorrência
277,5,449,44,4566.83,19,2023-05-04,2023-06-01,Entrega com Avaria
235,1,450,13,900.55,24,2023-04-22,2023-05-15,Entrega com Avaria
57,8,451,3,1995.17,3,2023-10-17,2023-11-13,Sem Ocorrência
49,1,452,10,2975.69,14,2023-04-09,2023-04-11,Entrega com Avaria
438,2,453,31,2568.75,24,2023-04-23,2023-05-23,Sem Ocorrência
409,11,454,34,2473.95,5,2023-09-02,2023-09-15,Sem Ocorrência
318,12,455,4,1649.96,32,2023-05-11,2023-05-24,Entrega com Avaria
236,10,456,17,4091.07,39,2023-09-23,2023-10-22,Sem Ocorrência
395,11,457,21,2157.58,40,2023-12-15,2023-12-27,Entrega com Avaria
360,14,458,27,1128.28,23,2023-06-11,2023-06-23,Sem Ocorrência
69,14,459,38,2027.67,2,2023-02-09,2023-02-13,Sem Ocorrência
4,2,460,47,250.24,22,2023-09-24,2023-10-23,Sem Ocorrência
428,3,461,7,1589.53,39,2023-06-03,2023-07-02,Sem Ocorrência
41,11,462,4,2095.3,18,2023-02-04,2023-02-06,Entrega com Avaria
159,5,463,34,3075.73,13,2023-12-05,2023-12-18,Entrega com Avaria
47,9,464,24,1470.4,6,2023-02-15,2023-02-20,Entrega com Avaria
84,15,465,4,859.46,8,2023-12-01,2023-12-14,Sem Ocorrência
1,5,466,15,369.67,34,2023-07-19,2023-08-18,Entrega com Avaria
469,2,467,32,396.71,19,2023-11-15,2023-11-22,Sem Ocorrência
283,13,468,14,3445.88,35,2023-09-17,2023-09-28,Sem Ocorrência
209,13,469,16,4647.88,10,2023-07-31,2023-08-03,Entrega com Avaria
28,15,470,15,3374.73,17,2023-03-11,2023-03-26,Sem Ocorrência
147,3,471,23,2694.5,9,2023-06-25,2023-06-26,Entrega com Avaria
223,8,472,23,2955.25,11,2023-12-04,2023-12-17,Entrega com Avaria
432,16,473,11,2956.33,29,2023-05-05,2023-05-21,Sem Ocorrência
152,10,474,2,538.52,12,2023-03-09,2023-03-10,Entrega com Avaria
495,15,475,13,4918.07,12,2023-08-23,2023-09-06,Entrega com Avaria
121,14,476,14,4284.73,40,2023-07-21,2023-08-03,Sem Ocorrência
387,9,477,25,3669.43,14,2023-09-07,2023-09-26,Sem Ocorrência
320,15,478,48,1344.82,6,2023-01-09,2023-02-02,Entrega com Avaria
71,5,479,6,1176.69,34,2023-07-12,2023-07-18,Entrega com Avaria
182,4,480,41,466.23,1,2023-11-04,2023-11-08,Sem Ocorrência
468,9,481,16,550.74,3,2023-04-02,2023-04-15,Entrega com Avaria
487,13,482,43,1637.52,9,2023-04-22,2023-05-08,Sem Ocorrência
349,14,483,35,3143.37,24,2023-09-20,2023-10-07,Entrega com Avaria
108,7,484,46,52.26,23,2023-08-08,2023-08-24,Sem Ocorrência
443,13,485,7,3505.04,39,2023-03-16,2023-03-20,Entrega com Avaria
272,15,486,32,1941.13,26,2023-02-18,2023-03-09,Entrega com Avaria
464,12,487,29,4339.07,17,2023-12-13,2023-12-15,Entrega com Avaria
288,12,488,12,1246.56,18,2023-05-21,2023-05-30,Sem Ocorrência
69,5,489,51,4070.68,39,2023-11-15,2023-12-08,Entrega com Avaria
333,2,490,19,3730.73,1,2023-06-09,2023-06-14,Entrega com Avaria
268,4,491,34,431.24,38,2023-11-18,2023-11-19,Entrega com Avaria
297,16,492,49,2023.6,11,2023-12-04,2023-12-22,Sem Ocorrência
56,7,493,40,109.07,28,2023-06-10,2023-06-19,Sem Ocorrência
433,13,494,32,2741.12,17,2023-12-18,2023-12-31,Entrega com Avaria
40,4,495,8,1449.97,36,2023-03-16,2023-03-18,Entrega com Avaria
246,5,496,31,3669.43,9,2023-12-16,2023-12-31,Sem Ocorrência
478,13,497,42,58.73,37,2023-04-14,2023-04-26,Entrega com Avaria
291,3,498,35,2740.4,29,2023-02-27,2023-03-21,Sem Ocorrência
173,15,499,2,532.05,25,2023-02-14,2023-03-11,Sem Ocorrência
496,1,500,29,4300.06,18,2023-04-22,2023-04-30,Sem Ocorrência
238,11,501,25,4241.7,6,2023-04-17,2023-05-04,Sem Ocorrência
402,6,502,19,3231.03,40,2023-04-18,2023-05-02,Sem Ocorrência
30,12,503,19,4492.31,23,2023-08-24,2023-09-21,Sem Ocorrência
349,9,504,49,1836.35,23,2023-08-11,2023-08-29,Entrega com Avaria
405,14,505,5,3350.46,40,2023-11-28,2023-12-04,Entrega com Avaria
358,8,506,2,4690.01,32,2023-11-15,2023-11-25,Sem Ocorrência
418,9,507,48,139.71,25,2023-08-11,2023-09-07,Entrega com Avaria
373,9,508,21,2925.07,36,2023-08-22,2023-09-09,Sem Ocorrência
46,10,509,28,2774.33,17,2023-06-16,2023-06-24,Entrega com Avaria
108,11,510,19,3208.33,27,2023-02-19,2023-02-22,Entrega com Avaria
454,1,511,15,1565.0,20,2023-10-03,2023-10-05,Sem Ocorrência
264,8,512,13,1312.32,6,2023-11-17,2023-11-23,Sem Ocorrência
432,10,513,7,786.22,27,2023-03-19,2023-04-11,Entrega com Avaria
312,13,514,48,1970.35,19,2023-02-28,2023-03-11,Entrega com Avaria
218,6,515,11,1120.72,32,2023-03-17,2023-03-19,Sem Ocorrência
134,9,516,16,3215.13,20,2023-06-10,2023-06-15,Entrega com Avaria
249,15,517,51,3250.3,10,2023-06-22,2023-07-22,Sem Ocorrência
450,4,518,43,850.42,24,2023-01-29,2023-02-16,Sem Ocorrência
380,11,519,29,4937.32,8,2023-06-13,2023-06-25,Sem Ocorrência
419,1,520,13,1614.56,14,2023-06-28,2023-07-15,Entrega com Avaria
497,5,521,35,3370.2,38,2023-10-22,2023-11-13,Sem Ocorrência
8,6,522,29,583.87,7,2023-05-02,2023-05-22,Entrega com Avaria
107,2,523,18,1228.63,27,2023-05-09,2023-05-19,Sem Ocorrência
50,8,524,48,3918.32,15,2023-09-06,2023-09-09,Sem Ocorrência
288,15,525,47,1972.2,34,2023-02-01,2023-02-27,Sem Ocorrência
146,3,526,48,4811.75,19,2023-08-29,2023-09-18,Sem Ocorrência
279,1,527,23,4636.26,6,2023-07-03,2023-07-26,Sem Ocorrência
262,3,528,25,2160.98,14,2023-08-04,2023-09-02,Sem Ocorrência
266,10,529,36,288.7,35,2023-03-09,2023-03-18,Sem Ocorrência
47,10,530,49,4376.73,38,2023-03-19,2023-04-10,Entrega com Avaria
10,10,531,40,3174.93,36,2023-11-20,2023-12-09,Sem Ocorrência
472,11,532,19,1110.46,17,2023-07-08,2023-08-04,Sem Ocorrência
239,13,533,44,4731.12,20,2023-02-17,2023-03-04,Entrega com Avaria
294,12,534,49,636.67,14,2023-12-31,2023-12-31,Sem Ocorrência
406,6,535,11,3618.94,10,2023-02-12,2023-02-21,Entrega com Avaria
439,7,536,29,4509.14,19,2023-12-02,2023-12-29,Sem Ocorrência
56,11,537,23,103.15,6,2023-04-16,2023-05-02,Sem Ocorrência
234,13,538,8,4960.91,23,2023-09-22,2023-10-21,Entrega com Avaria
415,3,539,2,3335.02,16,2023-01-20,2023-01-29,Sem Ocorrência
387,16,540,26,2063.41,28,2023-12-25,2023-12-31,Sem Ocorrência
191,16,541,21,425.58,35,2023-04-28,2023-05-17,Sem Ocorrência
438,14,542,14,3603.53,17,2023-10-17,2023-11-07,Entrega com Avaria
237,7,543,40,2193.07,2,2023-04-08,2023-05-05,Entrega com Avaria
218,6,544,15,2642.6,34,2023-08-11,2023-08-14,Entrega com Avaria
241,10,545,31,770.15,35,2023-04-07,2023-04-21,Sem Ocorrência
93,3,546,11,3434.77,1,2023-06-08,2023-06-11,Entrega com Avaria
218,7,547,24,1456.01,10,2023-10-21,2023-11-19,Sem Ocorrência
264,9,548,30,462.67,12,2023-02-10,2023-02-15,Entrega com Avaria
304,5,549,32,782.62,29,2023-08-18,2023-09-08,Sem Ocorrência
47,6,550,36,3807.59,34,2023-07-13,2023-08-05,Entrega com Avaria
208,1,551,25,3303.59,18,2023-07-31,2023-08-12,Entrega com Avaria
168,7,552,10,3979.79,2,2023-12-23,2023-12-31,Entrega com Avaria
48,12,553,33,3286.99,19,2023-05-12,2023-06-04,Sem Ocorrência
423,3,554,15,2920.79,23,2023-02-23,2023-03-07,Entrega com Avaria
323,13,555,27,4923.11,27,2023-07-04,2023-07-23,Sem Ocorrência
36,5,556,31,4711.44,12,2023-09-01,2023-09-13,Sem Ocorrência
152,2,557,26,4020.94,29,2023-05-16,2023-05-31,Entrega com Avaria
157,15,558,39,371.48,38,2023-03-26,2023-04-13,Sem Ocorrência
26,4,559,9,2864.03,8,2023-01-17,2023-02-07,Sem Ocorrência
5,12,560,7,1803.62,15,2023-05-31,2023-06-14,Entrega com Avaria
32,11,561,36,1588.92,23,2023-04-18,2023-04-27,Entrega com Avaria
68,15,562,50,4070.81,21,2023-01-04,2023-01-17,Sem Ocorrência
467,14,563,42,705.45,41,2023-03-04,2023-03-06,Entrega com Avaria
288,8,564,5,3305.35,24,2023-05-12,2023-05-20,Sem Ocorrência
369,5,565,48,2628.0,5,2023-08-26,2023-09-04,Entrega com Avaria
497,14,566,9,1410.29,41,2023-02-08,2023-03-08,Entrega com Avaria
86,13,567,18,56.81,22,2023-12-25,2023-12-31,Entrega com Avaria
413,7,568,35,2270.39,20,2023-10-28,2023-11-24,Sem Ocorrência
130,1,569,15,524.98,38,2023-06-08,2023-06-17,Entrega com Avaria
270,1,570,43,1586.74,18,2023-01-25,2023-01-30,Entrega com Avaria
399,10,571,50,1001.89,2,2023-10-09,2023-10-28,Entrega com Avaria
15,13,572,50,1001.19,23,2023-05-01,2023-05-31,Entrega com Avaria
311,12,573,22,4075.96,19,2023-05-29,2023-06-06,Entrega com Avaria
273,15,574,17,2629.25,3,2023-08-28,2023-09-01,Sem Ocorrência
324,12,575,15,838.69,39,2023-01-02,2023-01-25,Entrega com Avaria
251,16,576,27,855.52,26,2023-07-02,2023-07-22,Sem Ocorrência
423,7,577,38,2131.21,21,2023-10-30,2023-11-18,Entrega com Avaria
80,8,578,11,3739.72,39,2023-11-26,2023-12-07,Entrega com Avaria
417,13,579,46,3296.97,6,2023-05-13,2023-05-16,Entrega com Avaria
254,2,580,35,2382.05,1,2023-05-16,2023-06-07,Entrega com Avaria
274,15,581,35,78.77,1,2023-08-07,2023-08-28,Sem Ocorrência
129,4,582,30,1477.31,18,2023-08-11,2023-09-08,Sem Ocorrência
392,15,583,47,614.68,17,2023-01-11,2023-02-10,Sem Ocorrência
455,16,584,47,528.15,41,2023-05-25,2023-05-27,Sem Ocorrência
147,11,585,41,659.16,5,2023-03-23,2023-04-18,Entrega com Avaria
93,7,586,9,2203.71,8,2023-01-14,2023-02-11,Entrega com Avaria
145,5,587,28,2918.11,41,2023-12-28,2023-12-31,Entrega com Avaria
162,4,588,8,3967.15,39,2023-05-29,2023-06-12,Entrega com Avaria
401,8,589,8,3746.86,39,2023-01-18,2023-02-15,Entrega com Avaria
66,5,590,1,359.76,36,2023-05-12,2023-06-02,Sem Ocorrência
117,13,591,1,782.94,32,2023-07-21,2023-08-01,Sem Ocorrência
405,14,592,38,3906.79,39,2023-07-27,2023-08-19,Sem Ocorrência
235,11,593,41,1253.4,5,2023-11-20,2023-11-29,Sem Ocorrência
373,14,594,26,487.27,34,2023-03-19,2023-03-24,Entrega com Avaria
459,15,595,20,4860.22,5,2023-03-18,2023-04-13,Entrega com Avaria
81,4,596,50,1239.04,15,2023-10-26,2023-11-24,Entrega com Avaria
150,15,597,25,2893.86,7,2023-09-06,2023-10-01,Sem Ocorrência
462,9,598,23,1866.81,16,2023-07-21,2023-07-24,Entrega com Avaria
267,15,599,12,1620.55,17,2023-10-06,2023-10-08,Sem Ocorrência
162,15,600,15,689.39,4,2023-06-09,2023-06-20,Sem Ocorrência
93,6,601,14,1658.77,40,2023-08-21,2023-09-08,Entrega com Avaria
379,10,602,49,4565.1,2,2023-03-21,2023-04-03,Sem Ocorrência
224,16,603,27,399.55,7,2023-01-17,2023-02-08,Entrega com Avaria
165,1,604,41,4148.25,30,2023-03-24,2023-04-23,Sem Ocorrência
276,7,605,46,1924.05,21,2023-04-24,2023-05-14,Entrega com Avaria
388,16,606,30,410.91,28,2023-11-18,2023-12-09,Sem Ocorrência
43,10,607,11,788.96,1,2023-01-22,2023-01-31,Sem Ocorrência
190,12,608,50,1646.95,12,2023-07-05,2023-07-12,Sem Ocorrência
339,13,609,14,3921.48,37,2023-12-25,2023-12-31,Sem Ocorrência
494,2,610,28,2360.65,16,2023-09-27,2023-10-11,Sem Ocorrência
210,1,611,22,3995.03,13,2023-06-20,2023-06-21,Sem Ocorrência
478,13,612,40,4890.44,18,2023-05-24,2023-06-12,Entrega com Avaria
407,12,613,35,4320.41,5,2023-06-29,2023-07-22,Sem Ocorrência
437,9,614,35,961.12,6,2023-09-13,2023-09-16,Sem Ocorrência
137,9,615,41,2081.06,19,2023-04-27,2023-04-30,Entrega com Avaria
494,4,616,42,4808.18,41,2023-10-04,2023-10-31,Sem Ocorrência
199,15,617,38,3565.59,5,2023-01-13,2023-01-25,Entrega com Avaria
271,3,618,24,2742.35,39,2023-11-05,2023-11-20,Entrega com Avaria
451,6,619,40,1941.34,36,2023-02-27,2023-03-04,Entrega com Avaria
414,5,620,4,2888.17,1,2023-07-10,2023-07-29,Sem Ocorrência
85,12,621,9,3222.36,5,2023-10-12,2023-10-26,Sem Ocorrência
84,5,622,16,3137.46,12,2023-07-21,2023-08-15,Sem Ocorrência
230,5,623,3,4628.24,2,2023-11-21,2023-12-10,Entrega com Avaria
404,15,624,33,2849.7,2,2023-02-14,2023-03-08,Entrega com Avaria
104,16,625,9,3021.78,8,2023-10-12,2023-11-08,Entrega com Avaria
35,15,626,19,1424.1,39,2023-03-27,2023-03-30,Sem Ocorrência
264,6,627,3,1586.37,36,2023-08-17,2023-08-22,Entrega com Avaria
304,13,628,40,2958.18,22,2023-05-05,2023-05-12,Sem Ocorrência
158,13,629,25,2332.77,22,2023-12-02,2023-12-08,Entrega com Avaria
299,2,630,14,1542.71,2,2023-02-04,2023-02-12,Entrega com Avaria
143,13,631,28,2339.48,34,2023-05-15,2023-05-23,Sem Ocorrência
141,14,632,25,4905.08,13,2023-09-18,2023-10-11,Entrega com Avaria
163,4,633,5,775.19,6,2023-01-09,2023-01-22,Sem Ocorrência
148,10,634,9,4185.06,38,2023-12-13,2023-12-14,Entrega com Avaria
371,3,635,46,2402.33,1,2023-05-31,2023-06-04,Sem Ocorrência
214,8,636,31,3268.84,15,2023-02-26,2023-03-22,Sem Ocorrência
498,1,637,31,2702.92,5,2023-05-09,2023-06-02,Sem Ocorrência
270,8,638,18,1607.94,32,2023-11-25,2023-12-21,Entrega com Avaria
415,6,639,15,2543.05,23,2023-09-17,2023-10-01,Entrega com Avaria
303,14,640,29,1605.32,13,2023-06-09,2023-07-06,Sem Ocorrência
173,15,641,16,1508.87,15,2023-11-02,2023-12-02,Sem Ocorrência
162,15,642,25,495.87,35,2023-10-07,2023-11-04,Entrega com Avaria
118,7,643,16,221.09,40,2023-02-19,2023-03-03,Sem Ocorrência
156,8,644,30,2122.77,19,2023-06-08,2023-07-08,Sem Ocorrência
368,2,645,31,992.21,2,2023-08-30,2023-09-18,Sem Ocorrência
366,6,646,5,3452.65,14,2023-08-20,2023-09-02,Entrega com Avaria
368,14,647,51,3173.51,24,2023-09-09,2023-09-27,Sem Ocorrência
26,14,648,39,305.83,16,2023-04-22,2023-04-28,Entrega com Avaria
321,12,649,26,4253.03,29,2023-06-25,2023-07-21,Sem Ocorrência
118,9,650,25,1226.85,20,2023-06-15,2023-07-12,Sem Ocorrência
81,11,651,19,530.1,28,2023-12-08,2023-12-14,Entrega com Avaria
409,11,652,39,2070.4,18,2023-05-24,2023-06-09,Entrega com Avaria
258,2,653,14,3216.38,28,2023-05-23,2023-05-29,Entrega com Avaria
468,2,654,10,1091.97,27,2023-07-24,2023-08-05,Entrega com Avaria
216,11,655,16,2366.26,34,2023-01-01,2023-01-03,Entrega com Avaria
210,10,656,17,1525.55,31,2023-03-18,2023-04-08,Sem Ocorrência
488,2,657,27,2961.45,5,2023-11-27,2023-12-16,Sem Ocorrência
408,4,658,18,662.65,17,2023-04-22,2023-05-09,Sem Ocorrência
254,15,659,21,3221.14,1,2023-09-09,2023-09-24,Entrega com Avaria
55,15,660,10,3917.9,5,2023-07-03,2023-07-22,Entrega com Avaria
406,9,661,48,4989.09,40,2023-10-13,2023-10-28,Sem Ocorrência
98,11,662,14,1758.19,41,2023-01-29,2023-02-13,Sem Ocorrência
306,16,663,13,4177.19,27,2023-01-06,2023-01-27,Sem Ocorrência
290,7,664,23,1420.77,40,2023-06-03,2023-06-11,Sem Ocorrência
173,8,665,14,3588.46,17,2023-11-08,2023-11-09,Entrega com Avaria
173,6,666,3,2443.41,10,2023-03-22,2023-04-12,Sem Ocorrência
430,11,667,40,3110.1,32,2023-02-24,2023-03-17,Sem Ocorrência
160,16,668,4,5011.59,7,2023-11-16,2023-12-05,Sem Ocorrência
167,6,669,18,4524.26,12,2023-06-06,2023-06-22,Sem Ocorrência
92,6,670,32,1792.07,18,2023-07-10,2023-07-31,Sem Ocorrência
289,15,671,41,1446.98,33,2023-08-17,2023-09-10,Entrega com Avaria
350,5,672,6,4696.32,21,2023-10-31,2023-11-25,Sem Ocorrência
179,2,673,25,1924.78,18,2023-02-25,2023-03-11,Sem Ocorrência
381,10,674,43,793.12,36,2023-02-21,2023-03-04,Entrega com Avaria
48,6,675,7,2114.48,11,2023-08-20,2023-09-02,Entrega com Avaria
230,10,676,51,3717.38,11,2023-12-14,2023-12-18,Sem Ocorrência
467,2,677,42,3465.45,28,2023-05-13,2023-05-15,Entrega com Avaria
337,11,678,48,3484.7,10,2023-07-07,2023-07-17,Entrega com Avaria
304,7,679,42,3716.48,20,2023-08-15,2023-08-25,Entrega com Avaria
166,1,680,24,2450.64,11,2023-12-14,2023-12-17,Sem Ocorrência
279,12,681,36,2942.54,5,2023-05-30,2023-06-23,Sem Ocorrência
30,12,682,16,3408.91,1,2023-11-10,2023-12-02,Sem Ocorrência
380,7,683,4,498.96,10,2023-12-26,2023-12-31,Entrega com Avaria
237,15,684,23,4975.57,15,2023-06-07,2023-06-18,Entrega com Avaria
380,2,685,50,740.59,18,2023-01-11,2023-01-29,Sem Ocorrência
42,9,686,50,3817.86,15,2023-01-27,2023-02-08,Entrega com Avaria
84,4,687,47,3477.51,17,2023-06-20,2023-07-11,Entrega com Avaria
395,4,688,2,1371.15,14,2023-08-01,2023-08-13,Entrega com Avaria
405,12,689,8,4183.37,32,2023-11-28,2023-12-03,Entrega com Avaria
500,7,690,9,2530.36,23,2023-09-24,2023-10-04,Sem Ocorrência
320,12,691,3,1547.8,22,2023-07-21,2023-08-06,Entrega com Avaria
407,9,692,19,1575.73,26,2023-11-04,2023-11-11,Sem Ocorrência
232,12,693,50,2738.65,2,2023-09-28,2023-10-01,Entrega com Avaria
336,6,694,19,2627.8,32,2023-03-10,2023-03-11,Sem Ocorrência
271,13,695,29,4821.21,39,2023-08-19,2023-09-17,Entrega com Avaria
67,6,696,29,2355.18,31,2023-07-28,2023-08-05,Entrega com Avaria
323,9,697,46,1959.26,16,2023-11-24,2023-12-03,Sem Ocorrência
59,7,698,3,4463.74,27,2023-08-19,2023-09-08,Sem Ocorrência
107,2,699,27,4721.15,25,2023-08-20,2023-08-21,Entrega com Avaria
435,14,700,15,4814.1,6,2023-04-30,2023-05-04,Entrega com Avaria
402,6,701,37,3452.13,2,2023-03-28,2023-04-15,Entrega com Avaria
273,6,702,20,1125.37,13,2023-07-22,2023-07-27,Entrega com Avaria
260,13,703,41,2508.78,23,2023-07-26,2023-07-28,Entrega com Avaria
294,2,704,15,3376.93,14,2023-09-28,2023-10-23,Entrega com Avaria
266,16,705,26,3555.07,28,2023-12-15,2023-12-30,Entrega com Avaria
326,10,706,36,2965.43,24,2023-01-01,2023-01-24,Entrega com Avaria
497,8,707,28,1280.74,16,2023-05-01,2023-05-27,Entrega com Avaria
72,8,708,16,4811.65,6,2023-05-27,2023-06-19,Sem Ocorrência
146,16,709,9,4461.55,9,2023-09-07,2023-09-12,Entrega com Avaria
323,4,710,44,2556.06,27,2023-03-17,2023-03-22,Sem Ocorrência
172,5,711,3,1055.81,6,2023-11-23,2023-11-28,Entrega com Avaria
274,12,712,14,1405.51,8,2023-12-02,2023-12-22,Sem Ocorrência
416,7,713,18,3412.65,34,2023-08-08,2023-08-25,Entrega com Avaria
233,4,714,11,3416.31,11,2023-10-26,2023-10-29,Sem Ocorrência
